bb,Unnamed: 0
"('cvttsd2siq  -0x40(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xc0(%rbp)')",139.0
"('cvttsd2siq  -0x48(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xc8(%rbp)')",140.0
"('cvttsd2siq  -0x50(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xd0(%rbp)')",141.0
"('cvttsd2siq  -0x58(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xe8(%rbp)')",142.0
"('cvttsd2siq  -0x60(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0x100(%rbp)')",143.0
"('cvttsd2siq  -0x68(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'jmp 0xfffffffffffffd1c')",144.0
"('cvttsd2siq  -0x78(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x18(%rbp), %xmm0', 'movsdq  %xmm0, -0x80(%rbp)')",145.0
"('cvttsd2siq  -0x88(%rbp), %eax', 'movl  %eax, -0x14(%rbp)', 'cvtsi2sdl  -0x1c(%rbp), %xmm0', 'movsdq  %xmm0, -0x90(%rbp)')",146.0
"('cvttsd2siq  -0x98(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x18(%rbp), %xmm0', 'movsdq  %xmm0, -0xa0(%rbp)')",147.0
"('cvttsd2siq  -0xa8(%rbp), %eax', 'movl  %eax, -0x1c(%rbp)', 'movl  -0x14(%rbp), %ebx')",148.0
"('cvttsd2siq  -0xd8(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xe0(%rbp)')",149.0
"('cvttsd2siq  -0xf0(%rbp), %eax', 'movl  %eax, -0x18(%rbp)', 'cvtsi2sdl  -0x14(%rbp), %xmm0', 'movsdq  %xmm0, -0xf8(%rbp)')",150.0
"('dec %r11', 'jnz 0xa')",114.4
"('fld (%rdx), %st', 'fucomi %st(0), %st', 'jp 0x22a4')",127.5
"('fld -0x3c(%rbp), %st', 'fstp %st, (%rsp)', 'lea -0x260(%rbp), %rdi', 'mov %ebx, %esi', 'callq  0x6f', 'pushq  %rbp', 'mov %rsp, %rbp', 'pushq  %r14', 'pushq  %rbx', 'sub $0x50, %rsp', 'mov %esi, %r14d', 'mov %rdi, %rbx', 'fld 0x10(%rbp), %st', 'fstp %st, -0x4c(%rbp)')",158.0
"('fld -0x40(%rbp), %st', 'fstpl  %st, -0x1c(%rbp)', 'movssl  -0x1c(%rbp), %xmm0', 'add $0x50, %rsp', 'popq  %rbx', 'popq  %r14', 'popq  %rbp', 'retq', 'movssl  %xmm0, -0x24(%rbp)')",159.0
"('fld -0x48(%rbp), %st', 'fstp %st, 0x10(%rsp)', 'fld -0x54(%rbp), %st', 'fstp %st, (%rsp)', 'mov $0x4b30fb, %edi', 'xor %eax, %eax', 'callq  0xf0bb', 'nop %edi, %edx', 'sub $0xd8, %rsp', 'mov %rdi, %r10', 'movq  %rsi, 0x28(%rsp)', 'movq  %rdx, 0x30(%rsp)', 'movq  %rcx, 0x38(%rsp)', 'movq  %r8, 0x40(%rsp)', 'movq  %r9, 0x48(%rsp)', 'test %al, %al', 'jz 0x39')",160.0
"('fld -0x58(%rbp), %st', 'fstp %st, (%rsp)', 'mov $0x4950af, %edi', 'mov $0x496167, %esi', 'xor %eax, %eax', 'callq  0xf144', 'nop %edi, %edx', 'sub $0xd8, %rsp', 'mov %rdi, %r10', 'movq  %rsi, 0x28(%rsp)', 'movq  %rdx, 0x30(%rsp)', 'movq  %rcx, 0x38(%rsp)', 'movq  %r8, 0x40(%rsp)', 'movq  %r9, 0x48(%rsp)', 'test %al, %al', 'jz 0x39')",99.0
"('fld -0x64(%rbp), %st', 'fstp %st, (%rsp)', 'mov $0x4950af, %edi', 'mov $0x499786, %esi', 'xor %eax, %eax', 'callq  0xf08c', 'nop %edi, %edx', 'sub $0xd8, %rsp', 'mov %rdi, %r10', 'movq  %rsi, 0x28(%rsp)', 'movq  %rdx, 0x30(%rsp)', 'movq  %rcx, 0x38(%rsp)', 'movq  %r8, 0x40(%rsp)', 'movq  %r9, 0x48(%rsp)', 'test %al, %al', 'jz 0x39')",100.0
"('fld -0x80(%rbp), %st', 'fstp %st, -0x64(%rbp)')",101.0
"('fld -0x90(%rbp), %st', 'fstp %st, -0x58(%rbp)')",102.0
"('fld 0x40fbb(%rip), %st', 'fld %st(1), %st', 'fabs', 'fucomip %st(1), %st', 'fstp %st, %st(0)', 'jbe 0xa03')",103.0
"('fld 0x4a28b(%rip), %st', 'fld %st(1), %st', 'fabs', 'fucomip %st(1), %st', 'fstp %st, %st(0)', 'jbe 0xa03')",161.0
"('fldz', 'movq  0x3638(%rsp), %rax', 'xorq  %fs:0x28, %rax', 'jnz 0x1fc8')",162.0
"('fnstcww  -0xa6(%rbp)', 'movzxw  -0xa6(%rbp), %esi', 'and $0xc00, %si', 'cmp $0x800, %si', 'jz 0xcde')",121.0
"('fxam', 'fnstsw %ax', 'fstp %st, %st(0)', 'mov %eax, %r13d', 'and $0x200, %r13d', 'jmp 0xfffffffffffffe3c')",164.0
"('imul %r15, %rax', 'movzx %sil, %esi', 'mov %rdi, %rcx', 'add %rsi, %rax', 'lea 0x1(%rcx), %rdi', 'movzxb  0x1(%rcx), %ecx', 'cmp %r14, %rdi', 'jz 0x4e')",113.45454545454545
"('imul %r15, %rax', 'movzx %sil, %esi', 'mov %rdi, %rcx', 'add %rsi, %rax', 'lea 0x1(%rcx), %rdi', 'movzxb  0x1(%rcx), %ecx', 'test %cl, %cl', 'jz 0x4f')",122.0
"('imull  $0x3, -0x14(%rbp), %eax', 'cdq', 'mov $0x5, %ecx', 'idiv %ecx', 'movsxdl  -0x14(%rbp), %rdx', 'movl  %eax, -0xa0(%rbp,%rdx,4)', 'movsxdl  -0x14(%rbp), %rax', 'movl  -0xa0(%rbp,%rax,4), %eax', 'cdq', 'idiv %ecx', 'cmp $0x2, %edx', 'jle 0x20')",71.0
"('imull  $0x3, -0xc(%rbp), %eax', 'cdq', 'mov $0x5, %ecx', 'idiv %ecx', 'movsxdl  -0xc(%rbp), %rdx', 'movl  %eax, -0x4d0(%rbp,%rdx,4)', 'movsxdl  -0xc(%rbp), %rax', 'movl  -0x4d0(%rbp,%rax,4), %eax', 'cdq', 'idiv %ecx', 'cmp $0x2, %edx', 'jle 0x20')",66.0
"('jb 0x7',)",102.57142857142857
"('jb 0xffffffffffffffeb',)",184.0
"('jmp 0x17b',)",99.5
"('jmp 0x1c',)",74.0
"('jmp 0x1e',)",137.5
"('jmp 0x2',)",125.0
"('jmp 0x22',)",91.0
"('jmp 0x229b2',)",154.0
"('jmp 0x231b',)",134.33333333333334
"('jmp 0x27',)",187.0
"('jmp 0x31',)",52.0
"('jmp 0x34e8f',)",126.0
"('jmp 0x388c0',)",188.0
"('jmp 0x96',)",189.0
"('jmp 0x9ba',)",107.5
"('jmp 0xd85',)",169.0
"('jmp 0xffffffffffff5dfe',)",155.0
"('jmp 0xffffffffffff5ef6',)",156.0
"('jmp 0xffffffffffffe270',)",170.0
"('jmp 0xffffffffffffe4fd',)",92.0
"('jmp 0xffffffffffffed3d',)",136.33333333333334
"('jmp 0xffffffffffffef7b',)",140.0
"('jmp 0xffffffffffffefc4',)",141.0
"('jmp 0xfffffffffffff321',)",173.0
"('jmp 0xfffffffffffff97e',)",111.66666666666667
"('jmp 0xfffffffffffffa48',)",109.5
"('jmp 0xfffffffffffffbfc',)",104.08695652173913
"('jmp 0xfffffffffffffce7',)",137.66666666666666
"('jmp 0xfffffffffffffd19',)",193.0
"('jmp 0xfffffffffffffd51',)",194.0
"('jmp 0xfffffffffffffe72',)",195.0
"('jmp 0xfffffffffffffef1',)",129.0
"('jmp 0xffffffffffffff30',)",120.0
"('jmp 0xffffffffffffff47',)",103.25
"('jmp 0xffffffffffffff6d',)",104.25
"('jmp 0xffffffffffffff83',)",68.0
"('jmp 0xffffffffffffff87',)",198.0
"('jmp 0xffffffffffffffbf',)",114.0
"('jmp 0xffffffffffffffc9',)",106.5
"('jmp 0xffffffffffffffcc',)",128.2
"('jmp 0xffffffffffffffe5',)",134.0
"('jmp 0xffffffffffffffed',)",160.0
"('jmp 0xfffffffffffffff3',)",199.0
"('jmpq  0x15dff2(%rip)', 'nop %edi, %edx', 'pushq  %rbx', 'vmovq %xmm0, %rbx', 'vmovapd %xmm0, %xmm3', 'sar $0x20, %rbx', 'sub $0x40, %rsp', 'movq  %fs:0x28, %rax', 'movq  %rax, 0x38(%rsp)', 'xor %eax, %eax', 'mov %ebx, %eax', 'and $0x7fffffff, %eax', 'cmp $0x3e4fffff, %eax', 'jle 0x29e')",161.0
"('jmpq  0x15dff2(%rip)', 'nop %edi, %edx', 'vmovq %xmm0, %rdx', 'sub $0x48, %rsp', 'movq  %fs:0x28, %rax', 'movq  %rax, 0x38(%rsp)', 'xor %eax, %eax', 'sar $0x20, %rdx', 'mov %edx, %eax', 'and $0x7fffffff, %eax', 'cmp $0x3c87ffff, %eax', 'jle 0x3e3')",162.0
"('jmpq  0xe5ff2(%rip)', 'nop %edi, %edx', 'mov %rdi, %rax', 'cmp $0x20, %rdx', 'jb 0x4b')",200.0
"('jnbe 0x161',)",178.0
"('jnbe 0x628',)",129.4
"('jnle 0x128',)",180.0
"('jnle 0x44',)",130.6
"('jnz 0x18',)",163.0
"('jnz 0x36',)",131.6
"('jnz 0x3a',)",164.0
"('jnz 0x6e',)",165.0
"('jnz 0x9',)",124.41666666666667
"('jnz 0xc',)",167.0
"('jnz 0xfffffffffffff295',)",168.0
"('jnz 0xfffffffffffff4fe',)",169.0
"('jnz 0xfffffffffffff697',)",170.0
"('jnz 0xffffffffffffffcb',)",138.0
"('jnz 0xfffffffffffffff1',)",172.0
"('jz 0x106f',)",151.0
"('jz 0xfffffffffffff7e7',)",173.0
"('jz 0xffffffffffffffb5',)",174.0
"('jz 0xffffffffffffffe1',)",175.0
"('lea (%r12,%r8,1), %rsi', 'mov %r14, %rdx', 'mov %rbp, %rdi', 'callq  0x260b', 'nop %edi, %edx', 'test %rdx, %rdx', 'jz 0x149')",107.79166666666667
"('lea (%r12,%rbx,1), %r14', 'movq  0x8(%r14), %rax', 'cmp $0x10, %rax', 'jbe 0x244')",129.0
"('lea (%r9,%r8,1), %r13d', 'cmpl  $0x1, -0x140(%rbp)', 'jnz 0x1087')",120.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffff9dbb8', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",130.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffff9e128', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",113.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffff9fcb8', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",202.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffaa898', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",75.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffaad78', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",130.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffaadd8', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",82.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffaae28', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",137.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffaafc8', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",98.0
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffaafe8', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",78.85714285714286
"('lea (%rax,%rbx,1), %rdx', 'mov $0x1, %ecx', 'mov %rbp, %rdi', 'callq  0xfffffffffffab4c8', 'nop %edi, %edx', 'pushq  %rbp', 'mov %ecx, %ebp', 'pushq  %rbx', 'mov %rdi, %rbx', 'sub $0x18, %rsp', 'movq  0x38(%rdi), %rdi', 'movl  (%rbx), %eax', 'movq  %rsi, (%rsp)', 'movq  %rdx, 0x8(%rsp)', 'test %rdi, %rdi', 'jz 0x6')",119.5
"('lea (%rax,%rbx,2), %rcx', 'movzxw  (%rcx), %edx', 'test %dx, %dx', 'jz 0xffffffffffffff49')",109.875
"('lea (%rax,%rbx,8), %rax', 'sub $0x1, %edx', 'movq  0x80(%rax), %r8', 'movq  (%r8), %rsi', 'movq  %rsi, 0x80(%rax)', 'movw  %dx, (%rcx)', 'movq  $0x0, 0x8(%r8)', 'jmp 0xffffffffffffff71')",140.0
"('lea (%rbx,%rax,8), %rdi', 'movq  0x10(%rdi), %r8', 'test %r8, %r8', 'jz 0x112')",145.0
"('lea (%rbx,%rbx,4), %rcx', 'add $0x1, %r12', 'add $0x1, %edx', 'lea -0x30(%rax,%rcx,2), %rbx', 'sub $0x1, %ebp', 'jz 0xf2')",188.0
"('lea (%rcx,%r14,1), %eax', 'test %eax, %eax', 'lea 0x3f(%rax), %edx', 'cmovns %eax, %edx', 'sar $0x6, %edx', 'test $0x3f, %al', 'jnz 0x182c')",156.0
"('lea (%rdx,%rax,2), %rdi', 'movzxw  (%rdi), %r8d', 'cmpq  0x9f736(%rip), %r8', 'mov %r8, %rcx', 'jb 0x21b')",101.0
"('lea (%rdx,%rax,2), %rdi', 'movzxw  (%rdi), %r8d', 'cmpq  0x9f856(%rip), %r8', 'mov %r8, %rcx', 'jb 0x21b')",133.0
"('lea (%rdx,%rax,2), %rdi', 'movzxw  (%rdi), %r8d', 'cmpq  0xa09e6(%rip), %r8', 'mov %r8, %rcx', 'jb 0x21b')",140.0
"('lea (%rdx,%rax,2), %rdi', 'movzxw  (%rdi), %r8d', 'cmpq  0xb6556(%rip), %r8', 'mov %r8, %rcx', 'jb 0x21b')",120.0
"('lea (%rdx,%rax,2), %rdi', 'movzxw  (%rdi), %r8d', 'cmpq  0xb6676(%rip), %r8', 'mov %r8, %rcx', 'jb 0x21b')",118.0
"('lea (%rdx,%rax,2), %rdi', 'movzxw  (%rdi), %r8d', 'cmpq  0xc4856(%rip), %r8', 'mov %r8, %rcx', 'jb 0x21b')",206.0
"('lea (%rdx,%rax,8), %rax', 'movq  %rdx, 0x18(%r12)', 'add $0x1, %ecx', 'movq  0x80(%rax), %rdx', 'movq  %rdx, 0x10(%r12)', 'movq  %rsi, 0x80(%rax)', 'movw  %cx, (%rdi)', 'jmp 0xfffffffffffffe59')",137.33333333333334
"('lea (%rdx,%rdx,2), %rsi', 'shl $0x2, %rsi', 'cmp %r15, %rsi', 'jnbe 0xfffffffffffffb2b')",208.0
"('lea (%rsi,%rsi,1), %rdi', 'lea -0x1(%rdi), %r10', 'cmp %rax, %r10', 'jnbe 0x29a')",179.0
"('lea -0x1(%r10), %ebx', 'mov $0x1, %r12d', 'lea 0x78(%rsp), %r13', 'mov %ebx, %edx', 'mov %r12, %r14', 'sar $0x1f, %edx', 'sub %r9, %r14', 'shr $0x1a, %edx', 'lea (%r13,%r14,8), %rdi', 'lea (%rbx,%rdx,1), %eax', 'and $0x3f, %eax', 'sub %edx, %eax', 'cmp $0x3f, %eax', 'jz 0x188')",190.0
"('lea -0x1(%r10), %ebx', 'movl  -0x4f0(%rbp), %esi', 'test %ebx, %ebx', 'setnle %r15b', 'test %esi, %esi', 'jnz 0xb')",124.0
"('lea -0x1(%r15), %rsi', 'cmp %r14, %rsi', 'jb 0xfffffffffffffb09')",209.0
"('lea -0x1(%rax), %r8', 'movq  0x11dd11(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",180.0
"('lea -0x1(%rax), %r8', 'movq  0xb5431(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",81.0
"('lea -0x1(%rax), %r8', 'movq  0xb54e1(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",81.0
"('lea -0x1(%rax), %r8', 'movq  0xb5561(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",125.0
"('lea -0x1(%rax), %r8', 'movq  0xb55d1(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",103.0
"('lea -0x1(%rax), %r8', 'movq  0xb5611(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",72.0
"('lea -0x1(%rax), %r8', 'movq  0xb5641(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",76.0
"('lea -0x1(%rax), %r8', 'movq  0xb5691(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",75.0
"('lea -0x1(%rax), %r8', 'movq  0xb56f1(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",58.0
"('lea -0x1(%rax), %r8', 'movq  0xb5771(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",84.0
"('lea -0x1(%rax), %r8', 'movq  0xb6081(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",135.0
"('lea -0x1(%rax), %r8', 'movq  0xb6361(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",122.5
"('lea -0x1(%rax), %r8', 'movq  0xb6771(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",78.0
"('lea -0x1(%rax), %r8', 'movq  0xb67d1(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",76.0
"('lea -0x1(%rax), %r8', 'movq  0xb6e31(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",142.0
"('lea -0x1(%rax), %r8', 'movq  0xd4561(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",191.0
"('lea -0x1(%rax), %r8', 'movq  0xd4571(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",122.0
"('lea -0x1(%rax), %r8', 'movq  0xd4691(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",120.0
"('lea -0x1(%rax), %r8', 'movq  0xd46e1(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",106.0
"('lea -0x1(%rax), %r8', 'movq  0xd4791(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",105.0
"('lea -0x1(%rax), %r8', 'movq  0xd53a1(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",115.0
"('lea -0x1(%rax), %r8', 'movq  0xd70b1(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",109.0
"('lea -0x1(%rax), %r8', 'movq  0xda761(%rip), %r15', 'movq  %r8, 0x8(%r14)', 'movl  %fs:0x18, %eax', 'test %eax, %eax', 'jnz 0xb3')",210.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0x1609bd(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",181.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc397d(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",104.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc39cd(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",82.14285714285714
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc3a8d(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",85.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc49cd(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",123.5
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc4a8d(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",78.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc4afd(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",136.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc50cd(%rip), %r8', 'test %r8, %r8', 'cmp $0xfffffffffffff000, %rax', 'jnbe 0x9')",143.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xc50cd(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",144.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xe29ad(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",129.8
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xe39ad(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",116.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xe69cd(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",110.0
"('lea -0x1(%rax), %rbx', 'nopl  %eax, (%rax)', 'callq  (%rbp,%rbx,8)', 'nop %edi, %edx', 'movq  0xe8a5d(%rip), %r8', 'test %r8, %r8', 'jz 0x1c')",211.0
"('lea -0x1(%rbx), %rax', 'cmp $0xe, %rax', 'jbe 0x63')",115.5
"('lea -0x10(%rsi,%r11,8), %rsi', 'lea -0x20(%rdi,%r11,8), %rdi', 'neg %r11', 'xor %r8, %r8', 'xor %ebx, %ebx', 'mov %rax, %r10', 'movq  0x18(%rsi,%r11,8), %rax', 'mov %rdx, %r9', 'jmp 0x5e')",141.2
"('lea -0x100(%rbp), %r14', 'movl  -0x14(%rbp), %ebx')",83.0
"('lea -0x100(%rbp), %r14', 'movl  -0x14(%rbp), %ebx', 'sub $0x1, %ebx')",84.0
"('lea -0x100(%rbp), %rbx',)",85.0
"('lea -0x11(%r13), %rax', 'shr $0x4, %rax', 'mov %rax, %r15', 'xor %eax, %eax', 'movq  %rax, 0x10(%rsp)', 'cmpq  $0x0, %fs:0xffffffffffffffb0', 'jz 0x12')",87.0
"('lea -0x11(%r13), %rax', 'shr $0x4, %rax', 'mov %rax, %r15', 'xor %eax, %eax', 'movq  %rax, 0x10(%rsp)', 'cmpq  $0x0, %fs:0xffffffffffffffc8', 'jz 0x12')",115.69565217391305
"('lea -0x11(%rbx), %rax', 'shr $0x4, %rax', 'cmpq  %rax, 0x9f746(%rip)', 'jbe 0x29')",106.0
